category,displayName,settingsName,description,type,value,actionLink,tab,method,validate,special
gestures,Enable Workspace Swipe,workspace_swipe,Enable workspace swipe gesture on touchpad,bool,false,GESTURES,gestures,INPUT_TOGGLE
gestures,Swipe Fingers,workspace_swipe_fingers,How many fingers for the touchpad gesture,int,3,GESTURES,gestures,INPUT_INT
gestures,Min Fingers Mode,workspace_swipe_min_fingers,If enabled; workspace_swipe_fingers is considered the minimum number of fingers to swipe,bool,false,GESTURES,gestures,INPUT_TOGGLE
gestures,Swipe Distance,workspace_swipe_distance,In px; the distance of the touchpad gesture,int,300,GESTURES,gestures,INPUT_INT
gestures,Enable Touchscreen Swipe,workspace_swipe_touch,Enable workspace swiping from the edge of a touchscreen,bool,false,GESTURES,gestures,INPUT_TOGGLE
gestures,Invert Touchpad Direction,workspace_swipe_invert,Invert the direction (touchpad only),bool,true,GESTURES,gestures,INPUT_TOGGLE
gestures,Invert Touchscreen Direction,workspace_swipe_touch_invert,Invert the direction (touchscreen only),bool,false,GESTURES,gestures,INPUT_TOGGLE
gestures,Min Speed to Force,workspace_swipe_min_speed_to_force,Minimum speed in px per timepoint to force the change ignoring cancel_ratio. Setting to 0 will disable this mechanic.,int,30,GESTURES,gestures,INPUT_INT
gestures,Swipe Cancel Ratio,workspace_swipe_cancel_ratio,How much the swipe has to proceed in order to commence it. (0.7 -> if > 0.7 * distance; switch; if less; revert),float,0.5,GESTURES,gestures,INPUT_RANGE,"0.0,1.0"
gestures,Create New Workspace,workspace_swipe_create_new,Whether a swipe right on the last workspace should create a new one.,bool,true,GESTURES,gestures,INPUT_TOGGLE
gestures,Direction Lock,workspace_swipe_direction_lock,If enabled; switching direction will be locked when you swipe past the direction_lock_threshold (touchpad only).,bool,true,GESTURES,gestures,INPUT_TOGGLE
gestures,Direction Lock Threshold,workspace_swipe_direction_lock_threshold,In px; the distance to swipe before direction lock activates (touchpad only).,int,10,GESTURES,gestures,INPUT_INT
gestures,Swipe Forever,workspace_swipe_forever,If enabled; swiping will not clamp at the neighboring workspaces but continue to the further ones.,bool,false,GESTURES,gestures,INPUT_TOGGLE
gestures,Use r Prefix,workspace_swipe_use_r,If enabled; swiping will use the r prefix instead of the m prefix for finding workspaces.,bool,false,GESTURES,gestures,INPUT_TOGGLE
